d848e08a-f597-45f8-92f0-c859b334a3ed,4364
bc7dd135-740c-4016-b33f-35f86a9ecda0,14
e3129d59-1673-460d-8582-19dab521324d,363
29dbbe04-1b48-4606-bce7-c430c06589bf,0
90e538f2-879b-489a-91b2-b04044f0e10c,9183
d288fc29-aab5-478a-b053-5ab558868fe6,206
0da0e7f6-7b18-4f1f-969e-f4f173237728,5841
ea535ac8-cea6-49b3-8499-025d1fa2d469,3746
a9c85f8a-4a04-46f8-a369-a1410b28c548,210
b7e3d176-7091-4c31-b675-a200e34540d1,227
b65b158d-eeba-45bb-a7ec-641392f5ee40,2540
7dece8af-7f20-42a4-8797-3f53ff34f325,35
5ae2547a-9e6f-483f-954c-b16df27f0584,126
71fc42f6-b554-4165-9957-ff55355ef539,47
06d63c46-f206-4aa7-8773-11ceaa899546,306
ec814825-a4d1-4fe3-a362-99b886cdd9e3,148
33e092ae-3021-491a-8448-539bf39f5219,0
1e85b801-06b2-44ba-8d76-7f2daf4b52a4,2
43a8c67d-a0b6-4e41-a86c-8673647b8028,547
e416a459-2443-4e95-af05-5f0d17fa262f,1414
a9714b4d-6a62-41c9-9b8e-216e846f540f,4
36304b1a-f879-4d80-a04f-07aada9d5467,6117
5a224f96-a329-4734-b206-b04b8f8ec30f,316
2e16774c-a79e-4c5e-b3ff-5516995b915b,22
157c9140-b3dc-42da-ae29-cb79e60138f9,479
eb677e62-088b-4da4-8c90-e48cee5c7e97,1192
3a8e510c-3bfa-4932-9812-4c388312f985,1400
cb0f5e19-c64d-4d91-aa81-a599c53eb85f,782
1bf16999-c9fa-444b-b46f-c9c4773851ad,58
79fab6c8-f7d6-49af-9989-8139d20cdfd0,1180
6a75b921-1595-484b-8264-1ae12f058dce,140
20fd7427-c824-4d0c-9b73-f66abcc7688f,2323
be5701f1-ac41-42e0-b1f8-a6c539ea5032,31
31e73d68-6f8e-4e98-8d2b-a6e4782e4683,6217
368baa48-9fd1-463d-95d2-48b17f196bb6,558
61be6238-22ac-4788-8f87-f1894ac46b5d,1
94bec4d1-cb34-40bf-a304-28dd71e74ae1,24
63c42bf4-3fec-42b1-a60d-f08bafb511da,79
8a8ed82c-65f8-44ef-a9f8-d4b32e8ca7d2,1975
264da670-a816-49e0-9186-e3ac4ae203ff,1865
d443f675-899d-42b3-a87c-bf72a2bee6c5,10
feb052ee-f0b8-4348-aaac-f7b448cd3913,472
d6c6cc08-396b-4bd0-a274-2071f5886e5e,2006
c70a7baa-0839-4cab-8925-c1fdbeb358c4,900
90afc83e-56c0-49c5-adcc-5429a6c2301b,821
43700b9a-e3ba-440d-8009-dce2be831340,1293
cbfbb193-05fc-4c7d-87b3-d53648a6f3ce,1221
3fab574c-ccb8-4222-bd5f-9c08d1a2b5fc,420
a458a3f2-e627-4b50-a220-00b58c0af850,18
c5bc2fb2-8c0a-4921-a6ef-5f205ee37977,2263
71867c3a-271e-4b11-85f9-160418b180ad,5915
7e1875c9-0b22-402b-b693-99ce7c3d02bf,2567
16946148-9272-441c-b67b-67b46976ef85,2466
899fd49c-fb1e-45fe-9de1-948e833e89ef,3093
51ee4cb9-2712-47df-857f-cd7f2c85d12e,6
c9db1e85-7883-4c83-bbf8-eae60a44a2c3,63
5e0113f9-4452-43b3-b502-741e3e67d64c,693
ffae380c-8324-434d-a9a9-7e91208a7d42,16
dbe86320-a7b8-481a-88cb-e8bb69194494,1124
dae09804-1e23-4148-a4d1-89253995a019,411
85086acc-c1de-4e45-b616-e4f2870f9c91,2270
e01671ca-9e6f-4ba0-adfc-3375b49ca6cb,1596
ba4e07f3-4ccd-4c78-9ffb-0c9dd890142f,2292
b897310c-0897-4151-b98b-6a32c0ccb28b,718
a1398764-9035-4f02-8b53-2c7a0529a119,1917
4f984519-bef9-4912-bd3c-6cebaac095e0,161
52bf6fd0-5ec4-4816-94d9-134e983ce609,622
d600b6db-7961-4445-b4d3-eb9df7b69f2f,219
a21e0fb2-64a6-4bd2-bddc-935235f147c8,2628
258d518c-36e2-42fd-a3e6-4e2c89c20d5c,759
250d977d-0b08-4f42-85ca-f653c393dfd4,52
0cb21d5c-2d92-40f2-82c2-f7a96582f066,1042
68b96117-d929-4c0a-ae30-24317f1466b8,3968
580d8189-5049-4261-909c-c684e7c82662,21
639a095d-6505-4112-8842-575c3ce473cf,0
3159b691-930e-4447-b9e4-eab55fc2e9de,272
a926a05f-a548-4705-a6bc-4e8fb9c152d0,378
f8faca56-d976-4f43-a390-9b2adfe00a3e,567
ee76b5d4-314f-4a80-b2a4-0fe078bc43d2,26
aaacc90e-1102-49b0-81fa-50947b3c048a,208
15a1dd36-4602-4cd6-b2f9-a4ac4d4953e5,118
64777e43-255e-4726-89ba-5d851816c28f,210
399db11a-ddb5-4296-9190-bff9637fcae0,396
c6a87f5f-6d1b-41f8-9a0f-0f5a82420fde,25
315c8c80-04a4-44d7-9a6a-38e478cd1f96,630
e962452f-e9ea-4d1f-bfda-258a093f0365,3
9c3e20fa-9871-4a4c-83fa-7484b22e2eb1,25
9de67aa9-5fb4-4e02-a73a-cc3af1a92851,119
a7830b86-a20b-4300-aa34-fb29af40deea,2310
9f89a4c3-01d0-4035-8bdf-009216ee64e9,191
7ea6d281-bb69-4639-92bd-77145f5353d5,49
bdbf4a5c-d74c-469a-9b92-81b20309d22f,63
19a83fc5-45c7-44b2-a4e0-f0010a4e53c0,391
1a9caf5a-5781-45ae-bfba-2aa3c1062c2e,5947
56794474-e63c-490e-83b7-a91ae74d55c3,116
67e43302-fa3d-4630-a78b-cd1f8517d964,103
c7de0c07-e2a0-46f5-b881-d5ac1ba717d8,159
8df34300-81ca-4ca4-bac1-96e4a664aa2d,2857
ee97202e-61d7-4c78-a7ff-d669df6e690f,39
e5d7014b-d282-41ef-aafc-be2e8209650c,1510
5d52c0da-1762-47cb-be40-e69b7683874e,1511
fd7b5490-95e4-4a8c-ab44-7a032053bfd8,27
f35cf376-0774-44cd-9c6a-d72e4f137cb0,370
4f542284-e62f-4a84-9562-3e92352f8007,484
c1e83843-e996-4ae7-b51e-9ff132570fbd,2776
02d35363-4543-4bba-bf50-ae6530c82e14,457
8f7391ac-96a0-41a4-90a4-6b58305dcc10,51
951f39d6-bc96-4607-aa1f-09ece7e126b9,536
143ea882-733d-4dcd-a146-3a5fed0a7d13,20
95b04d34-29d8-4331-86a8-9d939a29078b,17
18e4bea1-e11b-4915-8568-daa3256de12c,85
3aa7723a-2fa9-43ba-98f3-8f83628f0d10,8061
3c6617b8-a479-4887-988c-7734a244d2c7,823
44e20825-962a-4403-99a6-069d09a4c11d,2946
7143d5c6-b247-4113-8bc5-a8b1e38ff821,4120
af9b8a88-7cfc-471c-9c37-dc21466426a6,866
e7b33dcd-64d4-4552-b6e7-1e9e32d5e8b7,953
1d80f2df-52ed-4064-a323-fc5b92fd324f,3480
997dfeea-3559-4673-bc60-07ce19317b52,3989
75aa0433-bf9b-4f86-9e59-06462de11d1c,130
fe6d4532-bbde-42eb-9ce3-60823a4ca736,21
cc8e0f8d-2c25-4756-abc7-8571519ab085,119
0240b16b-969f-462e-8f33-fa5c8ac4ad62,1913
d652cf30-d443-44bb-b853-bb3a0ffce8f0,90
f73e9860-3446-41e0-b586-7b5659fc15a7,854
a943cad6-f19d-403e-9a53-cdb33d9ed5db,64
8d7b7db0-c16b-457f-bb5e-d401c439519c,87
8b7a8e39-1c2a-4ad3-b742-66961f07add1,530
bd36cef4-f68c-4e35-b6a2-7f3aea21b2a7,1302
ceec9d67-60c8-4efc-a4b3-d129fb68285b,729
06cf0661-87bf-479a-b5c1-5d9a273ca7f5,628
612bf7a3-09f0-4b78-a9dd-665fa1e9b809,288
66a226a8-31c3-4a11-8e5f-f903d433e760,270
999fe7e8-4745-4efd-90f9-b47b11657e9d,1896
d77e273b-7771-4081-8c2f-b1f12b257584,393
edfec715-b253-4362-9073-a6d82288d3ac,989
8d97ff44-4e19-473d-9660-141879d04d34,154
09079fd4-c814-4e1b-a71c-234ee6026fbb,639
3f65596e-7557-4e8d-97f7-10945334c62a,2474
b5a20321-de24-4b84-8185-b09bae70e4e2,839
